human,model,comb none,comb confusion,comb temperature scaling,comb ensemble temperature scaling,comb imax binning
0.95,0.9486666666666667,0.9686666666666667,0.9546666666666667,0.971,0.9713333333333334,0.9703333333333334
0.9503333333333334,0.9506666666666667,0.9696666666666667,0.9546666666666667,0.976,0.9763333333333334,0.975
0.9536666666666667,0.949,0.972,0.9506666666666667,0.974,0.974,0.9746666666666667
0.9546666666666667,0.953,0.9726666666666667,0.9613333333333334,0.9786666666666667,0.9786666666666667,0.9776666666666667
0.9553333333333334,0.944,0.9666666666666667,0.9556666666666667,0.9746666666666667,0.9746666666666667,0.974
0.9546666666666667,0.9526666666666667,0.9726666666666667,0.9606666666666667,0.976,0.9763333333333334,0.977
0.956,0.956,0.9743333333333334,0.9623333333333334,0.9783333333333334,0.9783333333333334,0.978
0.9533333333333334,0.9506666666666667,0.9733333333333334,0.957,0.9776666666666667,0.9776666666666667,0.9773333333333334
0.952,0.951,0.9713333333333334,0.9563333333333334,0.9746666666666667,0.9746666666666667,0.9743333333333334
0.956,0.95,0.97,0.9596666666666667,0.9746666666666667,0.9736666666666667,0.974
0.953,0.9526666666666667,0.9706666666666667,0.957,0.9733333333333334,0.973,0.9736666666666667
0.9553333333333334,0.9583333333333334,0.974,0.962,0.979,0.979,0.979
0.9473333333333334,0.9493333333333334,0.9696666666666667,0.9503333333333334,0.9743333333333334,0.9746666666666667,0.9746666666666667
0.9516666666666667,0.9483333333333334,0.974,0.9576666666666667,0.9753333333333334,0.975,0.977
0.9586666666666667,0.9553333333333334,0.9726666666666667,0.9623333333333334,0.9746666666666667,0.9743333333333334,0.9746666666666667
0.9583333333333334,0.9526666666666667,0.9696666666666667,0.9603333333333334,0.9763333333333334,0.9763333333333334,0.977
0.9523333333333334,0.9466666666666667,0.97,0.957,0.977,0.9773333333333334,0.9773333333333334
0.9496666666666667,0.9496666666666667,0.9696666666666667,0.951,0.9736666666666667,0.9733333333333334,0.973
0.9583333333333334,0.947,0.9703333333333334,0.955,0.9766666666666667,0.976,0.9773333333333334
0.9513333333333334,0.9443333333333334,0.9676666666666667,0.9526666666666667,0.9726666666666667,0.9723333333333334,0.9726666666666667
0.9503333333333334,0.9476666666666667,0.9686666666666667,0.952,0.9706666666666667,0.9703333333333334,0.9713333333333334
0.9536666666666667,0.9523333333333334,0.9736666666666667,0.955,0.976,0.976,0.9793333333333333
0.9526666666666667,0.946,0.9686666666666667,0.9523333333333334,0.974,0.9743333333333334,0.974
0.9556666666666667,0.9446666666666667,0.9706666666666667,0.9516666666666667,0.9766666666666667,0.977,0.9783333333333334
0.9613333333333334,0.95,0.9736666666666667,0.9603333333333334,0.981,0.9813333333333333,0.9813333333333333
